,Title_Review,Stars,Company_name,Recommend,CEO_approval,Business_outlook,Pros,Cons,Employee_seniority,Location,Date,id
8197,['nan'],4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['great', 'time', 'flexible', 'work', 'always', 'day', '1.', 'lot', 'learn']","['benefit', 'limited', 'stock', 'always', 'get', 'career', 'growth', 'require', 'lot', 'role']","['former', 'employee']","['orlando', 'fl']","['jan.', '8', '2023']",empReview_72427682
8198,"['decent', 'work', 'skill']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['livable', 'pay', 'work', 'require', 'skill']","['repetitive', 'work', 'always', 'stand']","['former', 'employee']","['moines', 'ia']","['jan.', '8', '2023']",empReview_72428303
8199,['great'],4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['competitive', 'compensation', 'prestige', 'valuable', 'experience']","['stressful', 'workload', 'poor', 'work', 'life', 'balance']","['current', 'employee']",['nan'],"['jan.', '8', '2023']",empReview_72429483
8200,"['like', 'work', 'amazon']",3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['-you', 'learn', 'lot', '-someone', 'always', 'willing', 'help']","['-no', 'free', 'food', '-a', 'lot', 'work', '-big', 'learning', 'curve']","['current', 'employee', 'less', '1', 'year']","['sunnyvale', 'ca']","['jan.', '22', '2023']",empReview_72878379
8201,['good'],3.0,['amazon'],['neutral'],['negative'],['negative'],"['good', 'learning', 'curve', 'good', 'people', 'work']","['poor', 'work', 'life', 'balance', 'load', 'ops']","['current', 'employee', '1', 'year']","['sde', 'bangalore']","['jan.', '22', '2023']",empReview_72879891
8202,"['work', 'experience']",3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'pay-', 'pay', 'time', 'off-', 'voluntay', 'time']","['long', 'hour', '10', 'hour', 'shifts-', '2', 'break']","['former', 'employee']",['nan'],"['jan.', '22', '2023']",empReview_72879988
8203,"['good', 'get', 'experience']",3.0,['amazon'],['negative'],['neutral'],['positive'],"['benefit', 'culture', 'great']","['pay', 'could', 'better', 'work', 'life', 'balance']","['former', 'employee', '3', 'year']","['dallas', 'tx']","['jan.', '22', '2023']",empReview_72880182
8204,"['could', 'better']",3.0,['amazon'],['negative'],['negative'],['negative'],"['1.', 'good', 'benefit', 'health', 'insurance', '401k', 'personal', 'time', 'vacation', 'sick', 'day', '2.', 'lot', 'good', 'people', 'work', 'deserve', 'good', 'pay', 'treatment']","['1.', 'recently', 'get', 'base', 'pay', 'raise', 'normally', 'pay', 'less', 'lot', 'competitive', 'company', 'position', 'even', 'w/', 'raise', 'pay', 'less', 'w/', 'two', 'year', 'experience', 'competitive', 'company', 'give', 'start', '2.', 'physically', 'overwhelming', 'job', '3.', 'lot', 'drama', 'leadership', 'favoritism', 'etc', '..', '4.', 'difficult', 'get', 'promote', 'someone', ""'s"", 'favorite', 'list', '5.', 'top', 'performer', 'train', 'variety', 'different', 'thing', 'department', 'less', 'chance', 'promote', 'manager', ""n't"", 'want', 'loose', 'best', 'hard', 'worker', 'make', 'number', 'make', 'look', 'good', 'manager', 'score', 'rate', 'board', 'bonuses', 'nobody', 'pay']","['current', 'employee']",['nan'],"['jan.', '22', '2023']",empReview_72880902
8205,['hectic'],3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['flexibility', 'job', 'timing', 'good', 'pay']","['much', 'work', 'personal', 'time']","['former', 'employee', '3', 'year']","['ii', 'bangalore']","['jan.', '22', '2023']",empReview_72881044
8206,[],3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['-good', 'company', 'work', 'good', 'working', 'environment']","['-pay', 'less', 'rotational', 'shift']","['current', 'employee']","['trm', 'bangalore']","['jan.', '22', '2023']",empReview_72881296
8207,['competetive'],3.0,['amazon'],['positive'],['negative'],['positive'],"['work', 'place', 'competitive']","['work', 'life', 'balance', 'problem']","['former', 'employee', '8', 'year']","['tpm', 'bangalore']","['jan.', '22', '2023']",empReview_72881998
8208,"['step', 'van', 'driver']",3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['skill', 'need', 'shoulder', 'pressure', 'supervisors/management', 'outside', 'environment', 'meet', 'new', 'people']","['weather', 'long', 'shift', 'career', 'opportunity']","['current', 'employee', '3', 'year']","['beach', 'ca']","['jan.', '22', '2023']",empReview_72882030
8209,"['aws', 'hard', 'place', 'work', 'great', 'place', 'cultivate', 'career']",3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['many', 'smart', 'people', 'around', 'learn']","['legacy', 'infrastructures', 'one', 'want', 'touch', 'oppressive', 'working', 'environment']","['former', 'employee']",['nan'],"['jan.', '22', '2023']",empReview_72883022
8210,"['excellent', 'company', 'self', 'development']",5.0,['amazon'],['positive'],['positive'],['positive'],"['lot', 'great', 'quality', 'useful', 'training', 'available', 'work', 'really', 'base', 'principle', 'leadership', 'good', 'people', 'always', 'willing', 'help']","['beneftis', 'market']","['current', 'employee', 'less', '1', 'year']",['nan'],"['jan.', '7', '2023']",empReview_72402294
8211,['great'],5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['great', 'company', 'great', 'salary', 'great', 'development']","['worklife', 'balance', 'hard', 'maintain']","['current', 'employee', '1', 'year']","['jackson', 'm']","['jan.', '7', '2023']",empReview_72404197
8212,['love'],5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['ability', 'think', 'big', 'develop', 'skill', 'level']","['lot', 'protocol', 'work']","['current', 'employee']","['seattle', 'wa']","['jan.', '7', '2023']",empReview_72405356
8213,"['far', 'good']",5.0,['amazon'],['positive'],['error'],['positive'],"['-i', 'nice', 'work', 'life', 'balance', '4', '3', '-great', 'benefit', '-stock', '-sign', 'bonus', '-opportunity', 'education', 'learn', 'new', 'skill', '-pto/upt/vacation']","['lot', 'policy', 'training']","['current', 'employee']",['nan'],"['jan.', '7', '2023']",empReview_72405850
8214,"['low', 'pay', 'cdl', 'license', 'driver']",2.0,['amazon'],['negative'],['negative'],['negative'],"['insurance', 'pay', 'cdl', 'school']","['pay', 'competitive', 'cdl', 'drive', 'company', 'tom', 'turnover', 'horrible', 'safety', 'distraction', 'go', 'cab', 'like', 'buzzer', 'bell', 'startle', 'driver', 'drive', 'policy', 'even', 'cause', 'us', 'impede', 'traffic', 'dangerous']","['current', 'employee', '5', 'year']","['pflugerville', 'tx']","['jan.', '21', '2023']",empReview_72857629
8215,"['love', 'aws', 'current', 'team']",2.0,['amazon'],['positive'],['error'],['error'],"['aws', 'wonderful', 'place', 'work', 'lot', 'opportunity']","['manager', '17', 'manager', 'satisfaction', 'alienate', 'team', 'month', 'without', 'inspection', 'manager', 'hrbp', 'ignores', 'disappoint', 'company', 'live', 'strive', 'earth', ""'s"", 'best', 'employer', 'use', 'connection']","['current', 'employee', '8', 'year']",['nan'],"['jan.', '22', '2023']",empReview_72867085
8216,"['flexible', 'boring']",2.0,['amazon'],['negative'],['error'],['error'],"['flexibility', 'decent', 'pay', 'pay', 'work']","['bore', 'work', 'environment', 'little', 'regard', 'employee']","['former', 'employee', 'less', '1', 'year']","['bondurant', 'ia']","['jan.', '22', '2023']",empReview_72869026
8217,"['great', 'place', 'challenge', 'toward', 'new', 'horizon']",4.0,['amazon'],['positive'],['positive'],['positive'],"['develop', 'new', 'skill', 'doc', 'write', 'negotiation', 'stakeholder', 'management', 'problem', 'solve', 'deal', 'ambiguity', 'manage', 'team', 'continuous', 'innovation', 'really', 'rare', 'get', 'bore', 'work', 'flexibility', 'hybrid', 'work']","['compensation', 'benefit', 'frugality', 'work/life', 'balance', 'need', 'find', 'way', 'put', 'boundary', 'stressful', 'peak', 'especially', 'q4']","['current', 'employee', '3', 'year']",['nan'],"['jan.', '6', '2023']",empReview_72385324
8218,"['ups', 'down']",4.0,['amazon'],['positive'],['positive'],['positive'],"['pay', 'good', 'starter', 'environment', 'great', 'year', 'around', 'people', 'often', 'positive', 'attitude', 'towards', 'job', 'company', 'benefit', 'great']","['pay', 'increase', 'low', 'opportunity', 'career', 'advancement', ""n't"", 'best', 'world']","['current', 'employee', 'less', '1', 'year']","['wichita', 'k']","['jan.', '6', '2023']",empReview_72385783
8219,['flexible'],4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['flexibility', 'pay', 'hour', 'room', 'growth']","['head', 'phone', 'allow', 'far', 'breakrooms']","['former', 'employee']","['orlando', 'fl']","['jan.', '6', '2023']",empReview_72386554
8220,"['amaze', 'workplace']",5.0,['amazon'],['positive'],['positive'],['positive'],"['1.', 'great', 'opportunity', 'scope', 'learn', '2.', 'inclusiveness', 'approachable', 'peer', 'manager', '3.', 'streamline', 'process', '4.', 'scope', 'career', 'growth']","['none', 'observe', 'tenure']","['current', 'employee', 'less', '1', 'year']","['manager', 'bangalore']","['jan.', '6', '2023']",empReview_72381288
8221,"['great', 'start']",5.0,['amazon'],['positive'],['neutral'],['positive'],"['onboarding', 'process', 'provide', 'lot', 'resource', 'team', 'extremely', 'supportive', 'give', 'great', 'flexibility', 'jump', 'variety', 'new', 'project', 'help', 'learn']","['complex', 'place', 'navigate', 'take', 'time', 'learn', 'various', 'tool', 'resource', 'structure', 'people']","['current', 'employee', 'less', '1', 'year']","['arlington', 'va']","['jan.', '6', '2023']",empReview_72382722
8222,['good'],5.0,['amazon'],['neutral'],['neutral'],['neutral'],['good'],"['suitable', 'siet', 'student']","['current', 'employee']",['nan'],"['jan.', '6', '2023']",empReview_72383882
8223,['good'],5.0,['amazon'],['positive'],['positive'],['positive'],"['good', 'place', 'work', 'maintain', 'work', 'life', 'balance']","['dheib', 'kroebdk', 'dbrid', 'ekdbdj', 'dkdbn']","['current', 'employee', '3', 'year']",['nan'],"['jan.', '6', '2023']",empReview_72384557
8224,"['nice', 'experience', 'bad', 'exit']",2.0,['amazon'],['negative'],['negative'],['negative'],"['individual', 'contributor', 'role', 'give', 'exposure', 'various', 'stuff', 'single', 'role', 'help', 'increase', 'knowledge', 'good', 'internal', 'tool']","['let', 'go', 'anytime', 'even', 'think', 'critical', 'resource', 'bad', 'working', 'culture', 'hire', 'start', 'eliminate', 'role', 'pay', 'price']","['current', 'employee', '1', 'year']",['nan'],"['jan.', '20', '2023']",empReview_72826826
8225,"['family', 'like', 'atmosphere', 'false']",2.0,['amazon'],['negative'],['negative'],['negative'],"['benefit', 'hot', 'food', 'bar', 'etc']","['manager', 'callous', 'cold', 'throw', 'bus', 'fire', 'medical', 'condition', 'get', 'terminate', 'good', 'luck', 'try', 'collect', 'unemployment', ""'ll"", 'fight', 'tooth', 'nail']","['former', 'employee', '1', 'year']","['moorpark', 'ca']","['jan.', '20', '2023']",empReview_72828358
8226,['amazon'],2.0,['amazon'],['negative'],['neutral'],['error'],"['video', 'selection', 'website']","['communication', 'employee', 'truthful']","['current', 'employee']",['nan'],"['jan.', '20', '2023']",empReview_72829328
8227,['unsatisfactory'],2.0,['amazon'],['neutral'],['neutral'],['neutral'],"['lot', 'learn', 'decent', 'pay']","['bad', 'culture', 'management', 'growth', 'opportunity']","['current', 'employee']",['nan'],"['jan.', '20', '2023']",empReview_72835917
8228,"['good', 'ng']",2.0,['amazon'],['negative'],['positive'],['negative'],"['good', 'opportunity', 'new', 'graduate']","['team', 'unstable', 'culture', 'friendly']","['current', 'employee', '5', 'year']","['seattle', 'wa']","['jan.', '20', '2023']",empReview_72841566
8229,"['amazon', 'fc', 'kegworth']",2.0,['amazon'],['negative'],['error'],['neutral'],"['nice', 'colleague', 'work']","['management', 'terrible', 'work', 'like', 'slave']","['former', 'employee', '1', 'year']","['kegworth', 'england']","['jan.', '20', '2023']",empReview_72842188
8230,"['hr', 'fc']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['great', 'get', 'foot', 'door']","['customer', 'service', 'like', 'work', 'rather', 'human', 'resource']","['current', 'employee']","['fontana', 'ca']","['jan.', '5', '2023']",empReview_72363376
8231,"['time', 'amazon']",4.0,['amazon'],['positive'],['positive'],['positive'],"['nice', 'pay', 'good', 'work', 'environment', 'reasonable', 'work', 'deadline']","['expect', 'work', 'long', 'hour']","['former', 'employee']",['nan'],"['jan.', '5', '2023']",empReview_72365142
8232,"['high', 'energy', 'challenge', 'reward']",4.0,['amazon'],['positive'],['error'],['negative'],"['compensation', 'work-life', 'balance', 'remote']","['stressful', 'constantly', 'pivot']","['current', 'employee', '1', 'year']",['nan'],"['jan.', '5', '2023']",empReview_72365230
8233,"['love', 'work', 'amazon']",4.0,['amazon'],['positive'],['positive'],['positive'],"['upgrade', 'process', 'also', 'new', 'management']","['many', 'associate', 'pa', 'really', 'teams', 'member', 'agendas']","['current', 'employee']",['nan'],"['jan.', '5', '2023']",empReview_72365608
8234,['nice'],4.0,['amazon'],['positive'],['positive'],['positive'],"['positive', 'team', 'culture', 'embrace', 'remote', 'work', 'friendly', 'new', 'grad']","['lot', 'learn', 'short', 'amount', 'time', 'amount', 'work', 'sde', 'need', 'depend', 'team']","['current', 'employee', 'less', '1', 'year']",['nan'],"['jan.', '5', '2023']",empReview_72365965
8235,"['great', 'place']",4.0,['amazon'],['positive'],['positive'],['positive'],"['great', 'benefit', 'flexible', 'room', 'advancement']","['full', 'time', 'associate', 'mandatory', 'work', 'one', 'day', 'weekend']","['current', 'employee', '3', 'year']","['ashland', 'va']","['jan.', '5', '2023']",empReview_72367063
8236,"['good', 'company', 'enough', 'opportunity']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['great', 'brand', 'good', 'opportunity', 'switch', 'internally', 'across', 'domain']","['work', 'culture', 'team', 'driven', 'het', 'hectic', 'team']","['current', 'employee', '1', 'year']","['manager', 'hyderābād']","['jan.', '5', '2023']",empReview_72367646
8237,['warehouse'],4.0,['amazon'],['negative'],['error'],['error'],"['benefit', 'amaze', 'along', 'feee', 'shirt', 'raffle']","[""'s"", 'amazon', 'lot', 'work', 'little', 'pay']","['current', 'employee']",['nan'],"['jan.', '5', '2023']",empReview_72368004
8238,"['great', 'job', 'like', 'alone', 'time']",4.0,['amazon'],['positive'],['neutral'],['neutral'],"['flexibility', 'attendance', 'pay', 'time', 'college', 'program', '90', 'day']","['break', 'build', 'big', 'feel', 'like', 'break', 'try', 'get', 'break', 'room', 'car', 'try', 'get', 'back', 'station']","['former', 'employee']","['caledonia', 'mi']","['jan.', '5', '2023']",empReview_72369336
8239,"['life', 'amazon']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['amazon', 'great', 'place', 'master', 'customer', 'service', 'skill', 'technical', 'point', 'view', 'value', 'knowledge', 'growth', 'want', 'employee', 'succeed']","['believe', 'work', 'life', 'balance', 'could', 'better', 'encourage', 'upper', 'management', 'problem']","['current', 'employee', 'less', '1', 'year']","['london', 'england']","['jan.', '6', '2023']",empReview_72373414
8240,['job'],3.0,['amazon'],['negative'],['error'],['error'],"['pay', 'start', 'bad']","['management', 'micromanages', 'incompetent']","['current', 'employee']",['nan'],"['jan.', '20', '2023']",empReview_72815808
8241,"['pay', 'justify', 'workload']",3.0,['amazon'],['negative'],['neutral'],['negative'],"['long', 'rest', 'day', 'every', 'work', 'week']","['long', 'shift', 'hour', 'need', 'work', '10', 'hour', 'day', '3', 'day']","['current', 'employee', 'less', '1', 'year']","['rochdale', 'england']","['jan.', '20', '2023']",empReview_72820281
8242,['amazon'],3.0,['amazon'],['positive'],['error'],['error'],"['well', 'pay', 'equipment', 'give']","['physically', 'demand', 'long', 'day']","['former', 'employee']",['nan'],"['jan.', '20', '2023']",empReview_72822293
8243,"['bad', 'people', 'say']",3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['well', 'pay', 'overtime', 'opportunity']","['walk', 'time', 'include', 'break', 'warehouse', 'big']","['current', 'employee', 'less', '1', 'year']",['nan'],"['jan.', '20', '2023']",empReview_72822764
8244,['cool'],3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['4', 'day', 'work', 'week', '3', 'day', 'weekend']","['manager', 'kind', 'weird', 'female', 'employee']","['former', 'employee']",['nan'],"['jan.', '20', '2023']",empReview_72822795
8245,"['culture', 'decline']",3.0,['amazon'],['positive'],['negative'],['error'],"['amazon', 'ton', 'great', 'people', 'work', 'hire', 'process', 'fantastic', 'job', 'find', 'good', 'fit']","['vast', 'amount', 'hire', 'last', 'couple', 'year', 'culture', 'take', 'significant', 'hit', 'company', 'struggle', 'maintain', 'identity']","['current', 'employee']",['nan'],"['jan.', '20', '2023']",empReview_72823377
8246,"['area', 'manager', 'ii']",3.0,['amazon'],['positive'],['error'],['error'],"['gain', 'good', 'leadership', 'experience', 'learn', 'think', 'toe']","['unstable', 'operation', 'support', 'team', 'iffy']","['former', 'employee', '1', 'year']","['markham', 'il']","['jan.', '20', '2023']",empReview_72823939
8247,"['long', 'hour']",3.0,['amazon'],['negative'],['negative'],['negative'],"['consistent', 'hour', 'consistent', 'pay', 'decent', 'training']","['make', 'pay', 'food', 'lounge']","['former', 'employee']","['kennewick', 'wa']","['jan.', '20', '2023']",empReview_72824686
8248,['politics'],3.0,['amazon'],['negative'],['error'],['error'],"['4', 'day', 'week', 'good', 'overtime', 'pay']","['clicky', 'difficult', 'progress', 'even', 'experience']","['former', 'employee', '1', 'year']","['england', 'england']","['jan.', '20', '2023']",empReview_72824811
8249,"['great', 'employer']",5.0,['amazon'],['positive'],['positive'],['positive'],"['smart', 'colleague', 'dynamic', 'research', 'environment', 'novel', 'interest', 'problem', 'work', 'good', 'pay']","['organization', 'large', 'complex']","['current', 'employee', 'less', '1', 'year']",['nan'],"['jan.', '4', '2023']",empReview_72316927
8250,['good'],5.0,['amazon'],['positive'],['positive'],['positive'],"['support', 'minority', 'disadvantage', 'employee']","['big', 'help', 'employee', 'day', 'day']","['current', 'employee']","['manager', 'luxembourg']","['jan.', '5', '2023']",empReview_72338168
8251,"['work', 'life']",5.0,['amazon'],['positive'],['positive'],['positive'],"['good', 'pay', 'flexible', 'hour', 'good', 'condition']","['break', 'harsh', 'working', 'hour']","['former', 'employee', 'less', '1', 'year']",['nan'],"['jan.', '5', '2023']",empReview_72339681
8252,"['work', 'program', 'manager', 'amazon']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['work', 'life', 'balance', 'good', 'compensation', 'clarity', 'work']","['nothing', 'mention']","['current', 'employee', 'less', '1', 'year']","['manager', 'bangalore']","['jan.', '5', '2023']",empReview_72340414
8253,['great'],5.0,['amazon'],['positive'],['positive'],['positive'],"['truly', 'earths', 'best', 'employer', 'employee', 'centric']","['wish', 'layoff', 'happen']","['former', 'employee', '3', 'year']",['nan'],"['jan.', '5', '2023']",empReview_72341470
8254,"['administrative', 'assistant']",5.0,['amazon'],['positive'],['positive'],['positive'],"['reason', 'want', 'work', 'see', 'grow', 'professionally', 'position', 'probably', 'notice', 'resume', 'every', 'job', 'since', 'graduate', 'related', 'write', 'journalism', 'marketing', 'advertising', 'believe', 'apply', 'skill', 'acquire', 'far', 'role', 'communication', 'assistant', 'organization', 'size']","[""'s"", 'bureaucracy', 'side', 'coin', 'discuss', ""'well-defined"", 'process']","['current', 'employee', '5', 'year']","['assistant', 'accra']","['jan.', '5', '2023']",empReview_72341524
8255,"['great', 'place', 'work']",5.0,['amazon'],['positive'],['positive'],['positive'],"['work', 'home', 'compensation', 'commute', 'supply', 'office', 'product', 'home', 'work', 'environment', 'enough', 'break', 'good', 'salary', 'diverse', 'work', 'environment', 'lastly', 'great', 'place', 'work/life', 'balance', 'care', 'employee', 'mental', 'health', 'come', 'first']","[""n't"", 'negative', 'side']","['current', 'employee', 'less', '1', 'year']","['associate', 'istanbul']","['jan.', '5', '2023']",empReview_72343408
8256,"['best', 'company', 'ever']",5.0,['amazon'],['positive'],['positive'],['positive'],"['best', 'company', 'work', 'great', 'leadership', 'type', 'work', 'development', 'support', 'place', 'get', 'best', 'work']","['like', 'change', 'con', 'constant', 'change', 'hard', 'also', 'company', 'change', 'even', 'change', 'need']","['current', 'employee', '5', 'year']",['nan'],"['jan.', '5', '2023']",empReview_72343711
8257,"['amazon', 'logistics']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'experience', 'people', 'hour', 'pay', 'benefit', 'good', 'workout']","['hour', 'flexible', 'stressful', 'physically', 'exhaust']","['former', 'employee', '3', 'year']","['sacramento', 'valley']","['jan.', '5', '2023']",empReview_72344094
8258,"['great', 'experience', 'work', 'amazon', 'sde', '1']",5.0,['amazon'],['positive'],['positive'],['neutral'],"['ownership', 'project', 'innovative', 'fast', 'paced', 'development', 'great', 'compensation', 'strong', 'management', 'mentorship', 'clear', 'path', 'promotion', 'good', 'work', 'life', 'balance', 'flexibility', 'work', 'remote']","['team', 'ton', 'team', 'bonding', 'activity']","['current', 'employee', 'less', '1', 'year']",['nan'],"['jan.', '5', '2023']",empReview_72344763
8259,['good'],5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['nice', 'work', 'culture', 'good', 'place', 'work']","['con', 'nothing', 'good']","['current', 'employee']",['nan'],"['jan.', '5', '2023']",empReview_72348025
8260,"['lead', 'program', 'use', 'r', 'b', 'analysis']",2.0,['amazon'],['positive'],['negative'],['positive'],"['employee', 'benefit', 'flexible', 'timing', 'non', 'micro', 'management']","['less', 'work', 'life', 'balance', 'much', 'work', 'load']","['current', 'employee', '1', 'year']","['lead', 'bangalore']","['jan.', '19', '2023']",empReview_72807423
8261,['good'],2.0,['amazon'],['neutral'],['neutral'],['neutral'],"['enjoy', 'work']","['like', 'treatment', 'sometimes']","['current', 'employee']",['nan'],"['jan.', '20', '2023']",empReview_72812968
8262,"['poor', 'health', 'safety', 'standard']",2.0,['amazon'],['negative'],['error'],['error'],"['flexible', 'work', 'time', 'get', 'along', 'well', 'worker', 'level']","['hierarchy', 'base', 'much', 'opportunity', 'grow']","['current', 'employee', 'less', '1', 'year']","['belvedere', 'england']","['jan.', '20', '2023']",empReview_72814041
8263,['work'],2.0,['amazon'],['negative'],['negative'],['negative'],"['3', 'day', 'pro']","['10', 'hour', 'shift', '2', '15', 'minute', 'break', 'time', 'break', 'walk', 'break', 'one', 'bathroom', 'upstairs', 'work', 'hr', 'horrible', 'favoritism']","['former', 'employee']","['amarillo', 'tx']","['jan.', '20', '2023']",empReview_72816074
8264,"['get', 'hr', 'experience', 'somewhere', 'else']",2.0,['amazon'],['neutral'],['negative'],['neutral'],"['structure', 'everything', 'need', 'know', 'front']","['support', 'hrbps', 'busy', 'turnover', 'rate', 'force', 'cover', 'site', 'handle']","['former', 'employee', '1', 'year']","['austin', 'tx']","['jan.', '20', '2023']",empReview_72818295
8265,"['well', 'earn', 'reputation', 'terrible', 'place', 'work']",2.0,['amazon'],['negative'],['negative'],['error'],"['learn', 'amazon', 'time', 'career', ""'s"", 'also', 'excellent', 'name', 'resume']","['horrible', 'culture', 'work', 'life', 'balance', 'conflict', 'priority', 'dehumanize', 'environment', 'management', 'hr', 'consistently', 'hypocritical', 'trust', 'difficult', 'get', 'promote', 'without', 'work', 'significant', 'hour', 'outside', 'already', 'full', 'sprint', 'work', 'compensation', 'good', 'overall', 'market', 'compare', 'top', 'tech', 'company', 'fall', 'near', 'bottom', 'range']","['former', 'employee', '1', 'year']",['nan'],"['jan.', '20', '2023']",empReview_72821159
8266,"['job', 'cool']",2.0,['amazon'],['negative'],['neutral'],['error'],"['fun', 'job', 'keep', 'active', 'finish', 'route', 'efficiently', 'give', 'sense', 'accomplishment']","['contract', 'company', 'unprofessional', 'treatment', 'driver', 'horrible', 'lot', 'problem', 'deal', 'work', 'place']","['current', 'employee']",['nan'],"['jan.', '20', '2023']",empReview_72821966
8267,"['need', 'job']",2.0,['amazon'],['negative'],['error'],['error'],"['-available', 'work', 'overtime', '-will', 'hire', 'need', 'job']","['-bad', 'management', '-numbers-focused', 'process', 'forget', 'human', 'part', 'equation']","['former', 'employee', '1', 'year']","['sumner', 'wa']","['jan.', '20', '2023']",empReview_72825028
8268,"['would', 'take', 'job', 'college']",2.0,['amazon'],['negative'],['negative'],['negative'],"['pay', 'good', 'entry', 'level']","['hour', 'long', 'hard', 'toxic', 'environment']","['current', 'employee', 'less', '1', 'year']","['atlanta', 'ga']","['jan.', '20', '2023']",empReview_72826255
8269,"['operation', 'program', 'manager', 'job', 'review']",4.0,['amazon'],['neutral'],['negative'],['neutral'],"['partially', 'remote', 'work', 'work', 'home', '4/5', 'day', 'currently', 'ability', 'find', 'work', 'base', 'preference']","['work/life', 'balance', 'extremely', 'lacking', 'manager', 'tell', 'ask', 'work', '50h+', 'consistently']","['current', 'employee', '3', 'year']","['seattle', 'wa']","['jan.', '4', '2023']",empReview_72319537
8270,"['great', 'job']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'really', 'good']","['nothing', 'specify', 'bad', 'much']","['current', 'employee', '3', 'year']",['nan'],"['jan.', '5', '2023']",empReview_72341391
8271,['bad'],4.0,['amazon'],['positive'],['error'],['error'],"['great', 'job', 'first', 'job']","['workload', 'tough']","['current', 'employee', '3', 'year']",['nan'],"['jan.', '5', '2023']",empReview_72343692
8272,"['meh…', 'ob', 'flow', 'pa']",4.0,['amazon'],['negative'],['negative'],['neutral'],"['uh', 'decision', 'make', 'learning', 'lot', 'go']","['hmmm…', 'stress', 'level', 'v', 'benefit', 'job']","['current', 'employee', '1', 'year']",['nan'],"['jan.', '5', '2023']",empReview_72344008
8273,"['job', 'review']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['opportunity', 'growth', 'development', 'benefit']","['work/life', 'balance', 'workload', 'hc', 'ratio']","['current', 'employee', '5', 'year']",['nan'],"['jan.', '5', '2023']",empReview_72344021
8274,"['sps', 'amaze']",4.0,['amazon'],['positive'],['positive'],['error'],"['team', 'management', 'helpful', 'kind', 'fun', 'work', 'home', 'chance', 'take', 'letter', 'new', 'opportunity', 'career', 'work', 'change', 'every', 'update', 'new', 'skill', 'get', 'bore']","['stay', 'country', 'cant', 'move', 'easily', 'another', 'job', 'salary']","['current', 'employee', 'less', '1', 'year']","['associate', 'madrid']","['jan.', '5', '2023']",empReview_72344186
8275,"['everything', 'good', 'bad']",4.0,['amazon'],['positive'],['error'],['error'],"['infrastructure', 'impressive', 'resource', 'everything', 'get', 'interesting', 'work']","['lot', 'job', 'figure', 'stuff', 'reading', 'paper', 'trial', 'error', 'everyone', 'busy', 'stress']","['current', 'employee', 'less', '1', 'year']",['nan'],"['jan.', '5', '2023']",empReview_72345978
8276,[],4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'learning', 'good', 'overall', 'development']","['pressure', 'time', 'issue', 'complex', 'work']","['current', 'employee']",['nan'],"['jan.', '5', '2023']",empReview_72346061
8277,"['overall', 'bad']",4.0,['amazon'],['positive'],['error'],['positive'],"['relocation', 'benefit', 'healthcare', 'benefit', 'office', 'expense', 'lucky', 'land', 'friendly', 'team', 'work', 'day', 'home', 'strict', 'deadline', 'help', 'reach', 'nice', 'office', 'building', 'toronto']","['might', 'get', 'stuck', 'something', 'uninteresting', 'new', 'grad', ""n't"", 'always', 'choose', 'team', 'get', 'place', 'stress', 'pip', 'force', 'oncall', 'duty']","['current', 'employee']",['nan'],"['jan.', '5', '2023']",empReview_72346626
8278,"['great', 'pay', 'risky', 'job', 'security']",4.0,['amazon'],['positive'],['negative'],['positive'],"['great', 'pay', 'benefit', 'excite', 'opportunity', 'room', 'growth', 'diverse', 'team', 'kind', 'hardworking', 'people', 'balance', 'workload', 'good', 'work/life', 'balance', 'depend', 'team']","['layoff', 'work', 'chaotic', 'time', 'lot', 'internal', 'tool', 'learn']","['current', 'employee', '1', 'year']","['seattle', 'wa']","['jan.', '5', '2023']",empReview_72346982
8279,['alright'],4.0,['amazon'],['positive'],['neutral'],['positive'],"['benefit', 'flexible', 'schedule', 'hour', '3', 'day']","['30', 'minute', 'break', '10hr', 'shift']","['current', 'employee']",['nan'],"['jan.', '5', '2023']",empReview_72348312
