id,current_employee,Pros_Dominant_Topic,Pros_Topic_Perc_Contrib,Pros_Keywords,Cons_Dominant_Topic,Cons_Topic_Perc_Contrib,Cons_Keywords
empReview_72361602,former employee,0,0.9059,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6831,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72361808,current employee,0,0.9109,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4373,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72373247,current employee,1,0.8422,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5051,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72373596,current employee,1,0.6061,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6546,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72373793,current employee,1,0.915,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.43,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72374165,current employee,1,0.5614,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6933,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72375576,current employee,1,0.7903,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5759,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72376867,current employee,1,0.7107,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4548,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72377056,current employee,0,0.512,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6191,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72377969,current employee,1,0.5507,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6312,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72380586,current employee,1,0.5155,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6063,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72380653,current employee,0,0.9202,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6222,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72844139,current employee,0,0.8603,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7476,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72844739,former employee,0,0.5347,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7075,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72845336,former employee,0,0.5202,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5099,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72849661,former employee,0,0.9008,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.3699,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72850001,current employee,0,0.7573,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.487,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72851263,former employee,0,0.926,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8953,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72240748,current employee,1,0.8053,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5991,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72352122,former employee,1,0.8448,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.7577,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72352952,current employee,1,0.845,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.7404,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72354930,current employee,0,0.8938,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5698,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72367063,current employee,0,0.595,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7437,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72367646,current employee,1,0.7022,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.624,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72368004,current employee,0,0.9432,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4967,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72369336,former employee,0,0.958,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.4531,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72373414,current employee,1,0.935,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7525,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72374118,former employee,0,0.9369,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6106,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72375554,former employee,1,0.7847,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.5771,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72375650,current employee,1,0.5995,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4892,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72379699,former employee,0,0.9411,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.8603,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72380770,former employee,0,0.9068,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6141,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72317868,current employee,0,0.6137,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4947,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72318826,former employee,1,0.9087,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6249,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72320675,current employee,1,0.7582,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.8909,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72321106,former employee,0,0.9069,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.523,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72321667,current employee,0,0.683,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5507,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72321912,former employee,0,0.8799,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9346,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72322231,current employee,1,0.8329,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4341,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72323645,current employee,0,0.9517,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.8053,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72325286,former employee,1,0.7163,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.7503,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72327998,current employee,1,0.5502,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.7072,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72330897,current employee,1,0.5649,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.717,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72331207,current employee,0,0.7564,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.3768,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72332329,current employee,1,0.5927,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.5794,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72332627,former employee,0,0.9253,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.8052,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72333438,current employee,0,0.9516,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5756,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72334386,current employee,1,0.7582,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6604,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72334688,current employee,1,0.9722,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.4923,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72335102,current employee,1,0.6401,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5136,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72335186,current employee,0,0.9377,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8953,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72335744,current employee,1,0.8155,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.8657,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72334940,former employee,0,0.9222,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.385,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72335151,current employee,1,0.7173,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.643,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72335740,former employee,0,0.7045,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4912,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72336469,current employee,1,0.8371,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.564,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72336478,current employee,1,0.8872,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6149,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72336689,former employee,1,0.6298,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7059,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72337083,current employee,1,0.9054,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5743,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72337172,current employee,0,0.5664,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6609,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72337255,former employee,0,0.5711,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5782,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
